date,hospital_code,hospital_name,blood_type,units_in_stock,units_consumed,units_restocked,is_weekend,is_holiday,emergency_surge,critical_alert
2023-01-26,KNH,"Kenyatta National Hospital, Nairobi",O+,183.5,4.5,0.0,False,False,0.0,False
2023-01-27,KNH,"Kenyatta National Hospital, Nairobi",O+,179.9,3.6,0.0,False,False,0.0,False
2023-01-28,KNH,"Kenyatta National Hospital, Nairobi",O+,173.3,6.6,0.0,True,False,0.0,False
2023-01-29,KNH,"Kenyatta National Hospital, Nairobi",O+,165.8,7.4,0.0,True,False,0.0,False
2023-01-30,KNH,"Kenyatta National Hospital, Nairobi",O+,159.7,6.1,0.0,False,False,0.0,False
2023-01-31,KNH,"Kenyatta National Hospital, Nairobi",O+,155.1,4.6,0.0,False,False,0.0,False
2023-02-01,KNH,"Kenyatta National Hospital, Nairobi",O+,149.9,5.2,0.0,False,False,0.0,False
2023-02-02,KNH,"Kenyatta National Hospital, Nairobi",O+,145.2,4.7,0.0,False,False,0.0,False
2023-02-03,KNH,"Kenyatta National Hospital, Nairobi",O+,137.1,8.1,0.0,False,False,2.02,False
2023-02-04,KNH,"Kenyatta National Hospital, Nairobi",O+,125.6,11.5,0.0,True,False,2.02,False
2023-02-05,KNH,"Kenyatta National Hospital, Nairobi",O+,117.9,7.7,0.0,True,False,0.0,False
2023-02-06,KNH,"Kenyatta National Hospital, Nairobi",O+,112.8,5.1,0.0,False,False,0.0,False
2023-02-07,KNH,"Kenyatta National Hospital, Nairobi",O+,107.1,5.7,0.0,False,False,0.0,False
2023-02-08,KNH,"Kenyatta National Hospital, Nairobi",O+,101.8,5.3,0.0,False,False,0.0,False
2023-02-09,KNH,"Kenyatta National Hospital, Nairobi",O+,92.6,9.3,0.0,False,False,2.09,False
2023-02-10,KNH,"Kenyatta National Hospital, Nairobi",O+,198.7,8.2,114.3,False,False,2.09,False
2023-02-11,KNH,"Kenyatta National Hospital, Nairobi",O+,188.2,10.4,0.0,True,False,2.09,False
2023-02-12,KNH,"Kenyatta National Hospital, Nairobi",O+,180.8,7.4,0.0,True,False,0.0,False
2023-02-13,KNH,"Kenyatta National Hospital, Nairobi",O+,175.8,5.0,0.0,False,False,0.0,False
2023-02-14,KNH,"Kenyatta National Hospital, Nairobi",O+,169.9,5.9,0.0,False,False,0.0,False
2023-02-15,KNH,"Kenyatta National Hospital, Nairobi",O+,165.1,4.8,0.0,False,False,0.0,False
2023-02-16,KNH,"Kenyatta National Hospital, Nairobi",O+,158.7,6.4,0.0,False,False,0.0,False
2023-02-17,KNH,"Kenyatta National Hospital, Nairobi",O+,153.5,5.2,0.0,False,False,0.0,False
2023-02-18,KNH,"Kenyatta National Hospital, Nairobi",O+,146.1,7.3,0.0,True,False,0.0,False
2023-02-19,KNH,"Kenyatta National Hospital, Nairobi",O+,138.5,7.7,0.0,True,False,0.0,False
2023-02-20,KNH,"Kenyatta National Hospital, Nairobi",O+,132.3,6.2,0.0,False,False,0.0,False
2023-02-21,KNH,"Kenyatta National Hospital, Nairobi",O+,126.8,5.5,0.0,False,False,0.0,False
2023-02-22,KNH,"Kenyatta National Hospital, Nairobi",O+,121.3,5.6,0.0,False,False,0.0,False
2023-02-23,KNH,"Kenyatta National Hospital, Nairobi",O+,212.6,6.1,97.4,False,False,0.0,False
2023-02-24,KNH,"Kenyatta National Hospital, Nairobi",O+,206.6,6.1,0.0,False,False,0.0,False
2023-02-25,KNH,"Kenyatta National Hospital, Nairobi",O+,198.9,7.7,0.0,True,False,0.0,False
2023-02-26,KNH,"Kenyatta National Hospital, Nairobi",O+,192.2,6.7,0.0,True,False,0.0,False
2023-02-27,KNH,"Kenyatta National Hospital, Nairobi",O+,186.4,5.8,0.0,False,False,0.0,False
2023-02-28,KNH,"Kenyatta National Hospital, Nairobi",O+,181.5,4.9,0.0,False,False,0.0,False
2023-03-01,KNH,"Kenyatta National Hospital, Nairobi",O+,175.2,6.4,0.0,False,False,0.0,False
2023-03-02,KNH,"Kenyatta National Hospital, Nairobi",O+,169.0,6.1,0.0,False,False,0.0,False
2023-03-03,KNH,"Kenyatta National Hospital, Nairobi",O+,162.1,6.9,0.0,False,False,0.0,False
2023-03-04,KNH,"Kenyatta National Hospital, Nairobi",O+,153.6,8.5,0.0,True,False,0.0,False
2023-03-05,KNH,"Kenyatta National Hospital, Nairobi",O+,143.7,10.0,0.0,True,False,0.0,False
2023-03-06,KNH,"Kenyatta National Hospital, Nairobi",O+,137.2,6.4,0.0,False,False,0.0,False
2023-03-07,KNH,"Kenyatta National Hospital, Nairobi",O+,131.2,6.0,0.0,False,False,0.0,False
2023-03-08,KNH,"Kenyatta National Hospital, Nairobi",O+,120.2,11.0,0.0,False,False,2.23,False
2023-03-09,KNH,"Kenyatta National Hospital, Nairobi",O+,180.5,6.4,66.7,False,False,0.0,False
2023-03-10,KNH,"Kenyatta National Hospital, Nairobi",O+,174.6,5.9,0.0,False,False,0.0,False
2023-03-11,KNH,"Kenyatta National Hospital, Nairobi",O+,163.9,10.7,0.0,True,False,0.0,False
2023-03-12,KNH,"Kenyatta National Hospital, Nairobi",O+,153.6,10.3,0.0,True,False,0.0,False
2023-03-13,KNH,"Kenyatta National Hospital, Nairobi",O+,145.8,7.8,0.0,False,False,0.0,False
2023-03-14,KNH,"Kenyatta National Hospital, Nairobi",O+,139.3,6.5,0.0,False,False,0.0,False
2023-03-15,KNH,"Kenyatta National Hospital, Nairobi",O+,132.6,6.7,0.0,False,False,0.0,False
2023-03-16,KNH,"Kenyatta National Hospital, Nairobi",O+,126.8,5.8,0.0,False,False,0.0,False
2023-03-17,KNH,"Kenyatta National Hospital, Nairobi",O+,119.1,7.7,0.0,False,False,0.0,False
2023-03-18,KNH,"Kenyatta National Hospital, Nairobi",O+,109.7,9.4,0.0,True,False,0.0,False
2023-03-19,KNH,"Kenyatta National Hospital, Nairobi",O+,100.3,9.4,0.0,True,False,0.0,False
2023-03-20,KNH,"Kenyatta National Hospital, Nairobi",O+,89.3,11.0,0.0,False,False,2.01,False
2023-03-21,KNH,"Kenyatta National Hospital, Nairobi",O+,137.0,9.9,57.7,False,False,2.01,False
2023-03-22,KNH,"Kenyatta National Hospital, Nairobi",O+,126.7,10.3,0.0,False,False,2.01,False
2023-03-23,KNH,"Kenyatta National Hospital, Nairobi",O+,119.2,7.5,0.0,False,False,0.0,False
2023-03-24,KNH,"Kenyatta National Hospital, Nairobi",O+,112.2,7.1,0.0,False,False,0.0,False
2023-03-25,KNH,"Kenyatta National Hospital, Nairobi",O+,101.7,10.5,0.0,True,False,0.0,False
2023-03-26,KNH,"Kenyatta National Hospital, Nairobi",O+,93.3,8.4,0.0,True,False,0.0,False
2023-03-27,KNH,"Kenyatta National Hospital, Nairobi",O+,87.5,5.8,0.0,False,False,0.0,False
2023-03-28,KNH,"Kenyatta National Hospital, Nairobi",O+,80.3,7.3,0.0,False,False,0.0,False
2023-03-29,KNH,"Kenyatta National Hospital, Nairobi",O+,73.7,6.6,0.0,False,False,0.0,False
2023-03-30,KNH,"Kenyatta National Hospital, Nairobi",O+,65.8,7.9,0.0,False,False,0.0,False
2023-03-31,KNH,"Kenyatta National Hospital, Nairobi",O+,142.6,7.7,84.5,False,False,0.0,False
2023-04-01,KNH,"Kenyatta National Hospital, Nairobi",O+,133.8,8.8,0.0,True,False,0.0,False
2023-04-02,KNH,"Kenyatta National Hospital, Nairobi",O+,124.6,9.2,0.0,True,False,0.0,False
2023-04-03,KNH,"Kenyatta National Hospital, Nairobi",O+,118.4,6.2,0.0,False,False,0.0,False
2023-04-04,KNH,"Kenyatta National Hospital, Nairobi",O+,110.6,7.8,0.0,False,False,0.0,False
2023-04-05,KNH,"Kenyatta National Hospital, Nairobi",O+,104.1,6.5,0.0,False,False,0.0,False
2023-04-06,KNH,"Kenyatta National Hospital, Nairobi",O+,97.4,6.7,0.0,False,False,0.0,False
2023-04-07,KNH,"Kenyatta National Hospital, Nairobi",O+,86.0,11.4,0.0,False,True,0.0,False
2023-04-08,KNH,"Kenyatta National Hospital, Nairobi",O+,77.7,8.3,0.0,True,False,0.0,False
2023-04-09,KNH,"Kenyatta National Hospital, Nairobi",O+,69.8,7.9,0.0,True,False,0.0,False
2023-04-10,KNH,"Kenyatta National Hospital, Nairobi",O+,56.5,13.3,0.0,False,True,0.0,False
2023-04-11,KNH,"Kenyatta National Hospital, Nairobi",O+,49.0,7.5,0.0,False,False,0.0,False
2023-04-12,KNH,"Kenyatta National Hospital, Nairobi",O+,109.4,7.1,67.4,False,False,0.0,False
2023-04-13,KNH,"Kenyatta National Hospital, Nairobi",O+,102.7,6.6,0.0,False,False,0.0,False
2023-04-14,KNH,"Kenyatta National Hospital, Nairobi",O+,96.1,6.6,0.0,False,False,0.0,False
2023-04-15,KNH,"Kenyatta National Hospital, Nairobi",O+,87.2,8.9,0.0,True,False,0.0,False
2023-04-16,KNH,"Kenyatta National Hospital, Nairobi",O+,78.6,8.6,0.0,True,False,0.0,False
2023-04-17,KNH,"Kenyatta National Hospital, Nairobi",O+,70.2,8.4,0.0,False,False,0.0,False
2023-04-18,KNH,"Kenyatta National Hospital, Nairobi",O+,63.2,7.0,0.0,False,False,0.0,False
2023-04-19,KNH,"Kenyatta National Hospital, Nairobi",O+,56.8,6.4,0.0,False,False,0.0,False
2023-04-20,KNH,"Kenyatta National Hospital, Nairobi",O+,49.4,7.4,0.0,False,False,0.0,False
2023-04-21,KNH,"Kenyatta National Hospital, Nairobi",O+,42.3,7.1,0.0,False,False,0.0,False
2023-04-22,KNH,"Kenyatta National Hospital, Nairobi",O+,31.4,11.0,0.0,True,False,0.0,False
2023-04-23,KNH,"Kenyatta National Hospital, Nairobi",O+,21.1,10.3,0.0,True,False,0.0,False
2023-04-24,KNH,"Kenyatta National Hospital, Nairobi",O+,14.8,6.2,0.0,False,False,0.0,False
2023-04-25,KNH,"Kenyatta National Hospital, Nairobi",O+,8.0,6.9,0.0,False,False,0.0,True
2023-04-26,KNH,"Kenyatta National Hospital, Nairobi",O+,2.6,5.4,0.0,False,False,0.0,True
2023-04-27,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,7.3,0.0,False,False,0.0,True
2023-04-28,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,6.1,0.0,False,False,0.0,True
2023-04-29,KNH,"Kenyatta National Hospital, Nairobi",O+,82.2,9.5,91.6,True,False,0.0,False
2023-04-30,KNH,"Kenyatta National Hospital, Nairobi",O+,73.4,8.8,0.0,True,False,0.0,False
2023-05-01,KNH,"Kenyatta National Hospital, Nairobi",O+,65.4,7.9,0.0,False,True,0.0,False
2023-05-02,KNH,"Kenyatta National Hospital, Nairobi",O+,60.2,5.2,0.0,False,False,0.0,False
2023-05-03,KNH,"Kenyatta National Hospital, Nairobi",O+,54.2,6.0,0.0,False,False,0.0,False
2023-05-04,KNH,"Kenyatta National Hospital, Nairobi",O+,48.1,6.2,0.0,False,False,0.0,False
2023-05-05,KNH,"Kenyatta National Hospital, Nairobi",O+,43.0,5.1,0.0,False,False,0.0,False
2023-05-06,KNH,"Kenyatta National Hospital, Nairobi",O+,34.6,8.4,0.0,True,False,0.0,False
2023-05-07,KNH,"Kenyatta National Hospital, Nairobi",O+,25.9,8.7,0.0,True,False,0.0,False
2023-05-08,KNH,"Kenyatta National Hospital, Nairobi",O+,19.9,6.0,0.0,False,False,0.0,False
2023-05-09,KNH,"Kenyatta National Hospital, Nairobi",O+,13.8,6.1,0.0,False,False,0.0,False
2023-05-10,KNH,"Kenyatta National Hospital, Nairobi",O+,7.5,6.4,0.0,False,False,0.0,True
2023-05-11,KNH,"Kenyatta National Hospital, Nairobi",O+,1.1,6.4,0.0,False,False,0.0,True
2023-05-12,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,6.2,0.0,False,False,0.0,True
2023-05-13,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,6.6,0.0,True,False,0.0,True
2023-05-14,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,7.8,0.0,True,False,0.0,True
2023-05-15,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,4.5,0.0,False,False,0.0,True
2023-05-16,KNH,"Kenyatta National Hospital, Nairobi",O+,82.6,5.4,88.1,False,False,0.0,False
2023-05-17,KNH,"Kenyatta National Hospital, Nairobi",O+,76.8,5.8,0.0,False,False,0.0,False
2023-05-18,KNH,"Kenyatta National Hospital, Nairobi",O+,71.6,5.3,0.0,False,False,0.0,False
2023-05-19,KNH,"Kenyatta National Hospital, Nairobi",O+,66.1,5.5,0.0,False,False,0.0,False
2023-05-20,KNH,"Kenyatta National Hospital, Nairobi",O+,58.7,7.3,0.0,True,False,0.0,False
2023-05-21,KNH,"Kenyatta National Hospital, Nairobi",O+,49.9,8.8,0.0,True,False,0.0,False
2023-05-22,KNH,"Kenyatta National Hospital, Nairobi",O+,45.8,4.1,0.0,False,False,0.0,False
2023-05-23,KNH,"Kenyatta National Hospital, Nairobi",O+,39.5,6.4,0.0,False,False,0.0,False
2023-05-24,KNH,"Kenyatta National Hospital, Nairobi",O+,33.1,6.3,0.0,False,False,0.0,False
2023-05-25,KNH,"Kenyatta National Hospital, Nairobi",O+,27.0,6.1,0.0,False,False,0.0,False
2023-05-26,KNH,"Kenyatta National Hospital, Nairobi",O+,22.6,4.5,0.0,False,False,0.0,False
2023-05-27,KNH,"Kenyatta National Hospital, Nairobi",O+,94.8,7.6,79.8,True,False,0.0,False
2023-05-28,KNH,"Kenyatta National Hospital, Nairobi",O+,86.8,8.0,0.0,True,False,0.0,False
2023-05-29,KNH,"Kenyatta National Hospital, Nairobi",O+,80.4,6.4,0.0,False,False,0.0,False
2023-05-30,KNH,"Kenyatta National Hospital, Nairobi",O+,75.8,4.5,0.0,False,False,0.0,False
2023-05-31,KNH,"Kenyatta National Hospital, Nairobi",O+,70.1,5.7,0.0,False,False,0.0,False
2023-06-01,KNH,"Kenyatta National Hospital, Nairobi",O+,59.3,10.8,0.0,False,True,0.0,False
2023-06-02,KNH,"Kenyatta National Hospital, Nairobi",O+,53.6,5.7,0.0,False,False,0.0,False
2023-06-03,KNH,"Kenyatta National Hospital, Nairobi",O+,45.2,8.4,0.0,True,False,0.0,False
2023-06-04,KNH,"Kenyatta National Hospital, Nairobi",O+,37.6,7.6,0.0,True,False,0.0,False
2023-06-05,KNH,"Kenyatta National Hospital, Nairobi",O+,33.4,4.3,0.0,False,False,0.0,False
2023-06-06,KNH,"Kenyatta National Hospital, Nairobi",O+,28.0,5.4,0.0,False,False,0.0,False
2023-06-07,KNH,"Kenyatta National Hospital, Nairobi",O+,23.1,4.9,0.0,False,False,0.0,False
2023-06-08,KNH,"Kenyatta National Hospital, Nairobi",O+,16.0,7.1,0.0,False,False,0.0,False
2023-06-09,KNH,"Kenyatta National Hospital, Nairobi",O+,10.8,5.2,0.0,False,False,0.0,False
2023-06-10,KNH,"Kenyatta National Hospital, Nairobi",O+,63.7,6.7,59.7,True,False,0.0,False
2023-06-11,KNH,"Kenyatta National Hospital, Nairobi",O+,56.5,7.2,0.0,True,False,0.0,False
2023-06-12,KNH,"Kenyatta National Hospital, Nairobi",O+,50.0,6.6,0.0,False,False,0.0,False
2023-06-13,KNH,"Kenyatta National Hospital, Nairobi",O+,44.3,5.7,0.0,False,False,0.0,False
2023-06-14,KNH,"Kenyatta National Hospital, Nairobi",O+,35.7,8.6,0.0,False,False,2.14,False
2023-06-15,KNH,"Kenyatta National Hospital, Nairobi",O+,27.2,8.5,0.0,False,False,2.14,False
2023-06-16,KNH,"Kenyatta National Hospital, Nairobi",O+,18.1,9.0,0.0,False,False,2.14,False
2023-06-17,KNH,"Kenyatta National Hospital, Nairobi",O+,10.5,7.7,0.0,True,False,0.0,False
2023-06-18,KNH,"Kenyatta National Hospital, Nairobi",O+,2.5,8.0,0.0,True,False,0.0,True
2023-06-19,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,5.5,0.0,False,False,0.0,True
2023-06-20,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,5.1,0.0,False,False,0.0,True
2023-06-21,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,5.4,0.0,False,False,0.0,True
2023-06-22,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,5.9,0.0,False,False,0.0,True
2023-06-23,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,4.7,0.0,False,False,0.0,True
2023-06-24,KNH,"Kenyatta National Hospital, Nairobi",O+,50.4,8.5,58.9,True,False,0.0,False
2023-06-25,KNH,"Kenyatta National Hospital, Nairobi",O+,41.6,8.8,0.0,True,False,0.0,False
2023-06-26,KNH,"Kenyatta National Hospital, Nairobi",O+,36.1,5.5,0.0,False,False,0.0,False
2023-06-27,KNH,"Kenyatta National Hospital, Nairobi",O+,30.9,5.2,0.0,False,False,0.0,False
2023-06-28,KNH,"Kenyatta National Hospital, Nairobi",O+,25.6,5.3,0.0,False,False,0.0,False
2023-06-29,KNH,"Kenyatta National Hospital, Nairobi",O+,19.6,5.9,0.0,False,False,0.0,False
2023-06-30,KNH,"Kenyatta National Hospital, Nairobi",O+,14.1,5.5,0.0,False,False,0.0,False
2023-07-01,KNH,"Kenyatta National Hospital, Nairobi",O+,7.6,6.5,0.0,True,False,0.0,True
2023-07-02,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,8.6,0.0,True,False,0.0,True
2023-07-03,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,5.9,0.0,False,False,0.0,True
2023-07-04,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,4.9,0.0,False,False,0.0,True
2023-07-05,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,5.9,0.0,False,False,0.0,True
2023-07-06,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,7.0,0.0,False,False,0.0,True
2023-07-07,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,5.9,0.0,False,False,0.0,True
2023-07-08,KNH,"Kenyatta National Hospital, Nairobi",O+,64.5,7.7,72.2,True,False,0.0,False
2023-07-09,KNH,"Kenyatta National Hospital, Nairobi",O+,57.9,6.6,0.0,True,False,0.0,False
2023-07-10,KNH,"Kenyatta National Hospital, Nairobi",O+,51.1,6.9,0.0,False,False,0.0,False
2023-07-11,KNH,"Kenyatta National Hospital, Nairobi",O+,45.9,5.2,0.0,False,False,0.0,False
2023-07-12,KNH,"Kenyatta National Hospital, Nairobi",O+,41.5,4.3,0.0,False,False,0.0,False
2023-07-13,KNH,"Kenyatta National Hospital, Nairobi",O+,36.4,5.1,0.0,False,False,0.0,False
2023-07-14,KNH,"Kenyatta National Hospital, Nairobi",O+,30.9,5.5,0.0,False,False,0.0,False
2023-07-15,KNH,"Kenyatta National Hospital, Nairobi",O+,25.1,5.8,0.0,True,False,0.0,False
2023-07-16,KNH,"Kenyatta National Hospital, Nairobi",O+,17.0,8.1,0.0,True,False,0.0,False
2023-07-17,KNH,"Kenyatta National Hospital, Nairobi",O+,11.5,5.5,0.0,False,False,0.0,False
2023-07-18,KNH,"Kenyatta National Hospital, Nairobi",O+,5.8,5.7,0.0,False,False,0.0,True
2023-07-19,KNH,"Kenyatta National Hospital, Nairobi",O+,59.0,5.7,58.9,False,False,0.0,False
2023-07-20,KNH,"Kenyatta National Hospital, Nairobi",O+,54.0,5.1,0.0,False,False,0.0,False
2023-07-21,KNH,"Kenyatta National Hospital, Nairobi",O+,48.8,5.1,0.0,False,False,0.0,False
2023-07-22,KNH,"Kenyatta National Hospital, Nairobi",O+,42.2,6.6,0.0,True,False,0.0,False
2023-07-23,KNH,"Kenyatta National Hospital, Nairobi",O+,34.6,7.7,0.0,True,False,0.0,False
2023-07-24,KNH,"Kenyatta National Hospital, Nairobi",O+,28.5,6.1,0.0,False,False,0.0,False
2023-07-25,KNH,"Kenyatta National Hospital, Nairobi",O+,22.8,5.6,0.0,False,False,0.0,False
2023-07-26,KNH,"Kenyatta National Hospital, Nairobi",O+,16.2,6.6,0.0,False,False,0.0,False
2023-07-27,KNH,"Kenyatta National Hospital, Nairobi",O+,10.1,6.1,0.0,False,False,0.0,False
2023-07-28,KNH,"Kenyatta National Hospital, Nairobi",O+,3.9,6.2,0.0,False,False,0.0,True
2023-07-29,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,8.0,0.0,True,False,0.0,True
2023-07-30,KNH,"Kenyatta National Hospital, Nairobi",O+,0.0,7.4,0.0,True,False,0.0,True
2023-07-31,KNH,"Kenyatta National Hospital, Nairobi",O+,59.3,5.9,65.2,False,False,0.0,False
2023-08-01,KNH,"Kenyatta National Hospital, Nairobi",O+,54.7,4.6,0.0,False,False,0.0,False
2023-08-02,KNH,"Kenyatta National Hospital, Nairobi",O+,50.3,4.4,0.0,False,False,0.0,False
2023-08-03,KNH,"Kenyatta National Hospital, Nairobi",O+,44.9,5.5,0.0,False,False,0.0,False
2023-08-04,KNH,"Kenyatta National Hospital, Nairobi",O+,40.3,4.5,0.0,False,False,0.0,False
2023-08-05,KNH,"Kenyatta National Hospital, Nairobi",O+,32.0,8.3,0.0,True,False,0.0,False
2023-08-06,KNH,"Kenyatta National Hospital, Nairobi",O+,25.8,6.2,0.0,True,False,0.0,False
2023-08-07,KNH,"Kenyatta National Hospital, Nairobi",O+,20.0,5.8,0.0,False,False,0.0,False
2023-08-08,KNH,"Kenyatta National Hospital, Nairobi",O+,14.9,5.1,0.0,False,False,0.0,False
2023-08-09,KNH,"Kenyatta National Hospital, Nairobi",O+,10.2,4.7,0.0,False,False,0.0,False
2023-08-10,KNH,"Kenyatta National Hospital, Nairobi",O+,100.4,4.7,95.0,False,False,0.0,False
2023-08-11,KNH,"Kenyatta National Hospital, Nairobi",O+,95.7,4.7,0.0,False,False,0.0,False
2023-08-12,KNH,"Kenyatta National Hospital, Nairobi",O+,89.5,6.2,0.0,True,False,0.0,False
2023-08-13,KNH,"Kenyatta National Hospital, Nairobi",O+,83.2,6.3,0.0,True,False,0.0,False
2023-08-14,KNH,"Kenyatta National Hospital, Nairobi",O+,78.2,5.0,0.0,False,False,0.0,False
2023-08-15,KNH,"Kenyatta National Hospital, Nairobi",O+,72.7,5.5,0.0,False,False,0.0,False
2023-08-16,KNH,"Kenyatta National Hospital, Nairobi",O+,67.8,4.9,0.0,False,False,0.0,False
2023-08-17,KNH,"Kenyatta National Hospital, Nairobi",O+,62.5,5.3,0.0,False,False,0.0,False
2023-08-18,KNH,"Kenyatta National Hospital, Nairobi",O+,56.9,5.6,0.0,False,False,0.0,False
2023-08-19,KNH,"Kenyatta National Hospital, Nairobi",O+,51.4,5.5,0.0,True,False,0.0,False
2023-08-20,KNH,"Kenyatta National Hospital, Nairobi",O+,43.3,8.2,0.0,True,False,0.0,False
2023-08-21,KNH,"Kenyatta National Hospital, Nairobi",O+,37.6,5.6,0.0,False,False,0.0,False
2023-08-22,KNH,"Kenyatta National Hospital, Nairobi",O+,121.7,4.6,88.7,False,False,0.0,False
2023-08-23,KNH,"Kenyatta National Hospital, Nairobi",O+,117.0,4.7,0.0,False,False,0.0,False
2023-08-24,KNH,"Kenyatta National Hospital, Nairobi",O+,112.4,4.6,0.0,False,False,0.0,False
2023-08-25,KNH,"Kenyatta National Hospital, Nairobi",O+,107.5,4.9,0.0,False,False,0.0,False
2023-08-26,KNH,"Kenyatta National Hospital, Nairobi",O+,99.7,7.8,0.0,True,False,0.0,False
2023-08-27,KNH,"Kenyatta National Hospital, Nairobi",O+,92.5,7.3,0.0,True,False,0.0,False
2023-08-28,KNH,"Kenyatta National Hospital, Nairobi",O+,87.4,5.0,0.0,False,False,0.0,False
2023-08-29,KNH,"Kenyatta National Hospital, Nairobi",O+,83.1,4.3,0.0,False,False,0.0,False
2023-08-30,KNH,"Kenyatta National Hospital, Nairobi",O+,78.5,4.6,0.0,False,False,0.0,False
2023-08-31,KNH,"Kenyatta National Hospital, Nairobi",O+,73.8,4.7,0.0,False,False,0.0,False
2023-09-01,KNH,"Kenyatta National Hospital, Nairobi",O+,67.8,6.0,0.0,False,False,0.0,False
2023-09-02,KNH,"Kenyatta National Hospital, Nairobi",O+,146.6,8.5,87.2,True,False,0.0,False
2023-09-03,KNH,"Kenyatta National Hospital, Nairobi",O+,138.1,8.5,0.0,True,False,0.0,False
2023-09-04,KNH,"Kenyatta National Hospital, Nairobi",O+,133.2,4.9,0.0,False,False,0.0,False
2023-09-05,KNH,"Kenyatta National Hospital, Nairobi",O+,127.5,5.7,0.0,False,False,0.0,False
2023-09-06,KNH,"Kenyatta National Hospital, Nairobi",O+,122.0,5.5,0.0,False,False,0.0,False
2023-09-07,KNH,"Kenyatta National Hospital, Nairobi",O+,117.1,4.9,0.0,False,False,0.0,False
2023-09-08,KNH,"Kenyatta National Hospital, Nairobi",O+,111.7,5.4,0.0,False,False,0.0,False
2023-09-09,KNH,"Kenyatta National Hospital, Nairobi",O+,103.6,8.1,0.0,True,False,0.0,False
